domain,name,category,name-2,note,note_date,source,source_url,url,date_added
"nahadaily.com","Naha Daily","Satire","","The Naha Daily appears to be defunct, but during that site’s brief lifespan from September 2014 to January 2015 it published several fake news pieces that continue to pop up regularly on social media and web sites — most notably an article claiming that fashion CEO Michael Kors said he is tired of “pretending to like blacks.”","2017-03-28 18:11:59","Snopes.com","http://www.snopes.com/2016/01/14/fake-news-sites/","NahaDaily.com","2016-11-16"
"nationalpost.com","National Post","Reliable","","","","","","nationalpost.com","2017-05-03"
"nationalreport.net","National Report.net","Fake News","","<p>No list of shameless misinformation would be complete without a mention of National Report (and its omnipresent former lead writer, Paul Horner), as the site is (or was) perhaps the most prominent example of its genre.</p><p>Among National Report‘s most widespread hoaxes were claims that notorious street artist Banksy was arrested and unmasked (as Paul Horner, naturally), that a teen was imprisoned over a “swatting prank,” and that a U.S. company was hiring mercenaries to kill ISIS militants. While most of the site’s efforts have been relatively benign, their fake story about an Ebola outbreak’s prompting a quarantine in Purdon, Texas, caused headaches for local officials at the height of coverage and anxiety about the virus.</p><p>Founder Jestin Coler told Columbia Journalism Review ""When it comes to the fake stuff, you really want it to be red meat. [...] It doesn’t have to be offensive. It doesn’t have to be outrageous. It doesn’t have to be anything other than just giving them what they already wanted to hear."" --<a href=""https://en.wikipedia.org/wiki/List_of_fake_news_websites"">Wikipedia</a></p><p>(The site includes <a href=""http://nationalreport.net/disclaimer/"">this Disclaimer</a>: &quot;National Report is a news and political satire web publication, which may or may not use real names, often in semi-real or mostly fictitious ways. All news articles contained within National Report are fiction, and presumably fake news. Any resemblance to the truth is purely coincidental. Advice given is NOT to be construed as professional. If you are in need of professional help, please consult a professional. National Report is not intended for children under the age of 18.&quot; --IsItFakeNews research)<!- IIFN 2-->","2017-03-28 18:13:03","Snopes.com","http://www.snopes.com/2016/01/14/fake-news-sites/","NationalReport.net","2016-11-16"
"nativeamericans.us","","Warning","","","","","","NativeAmericans.us","2017-07-19"
"naturalnews.com","Natural News","Warning","NewsTarget","<p>Formerly NewsTarget, a website for the sale of various dietary supplements, promotion of alternative medicine, controversial nutrition and health claims, and various conspiracy theories, such as ""chemtrails"", chemophobic claims (including the purported dangers of fluoride in drinking water, anti-perspirants, laundry detergent, monosodium glutamate, aspartame), and purported health problems caused by allegedly ""toxic"" ingredients in vaccines, including the now-discredited link to autism.</p>","2017-04-10 20:06:42","Wikipedia","https://en.wikipedia.org/wiki/List_of_fake_news_websites","NaturalNews.com","2016-11-16"
"nbc.com.co","","Warning","","","","","","NBC.com.co","2017-07-19"
"nbcnews.com","NBC News","Reliable","","","","","","nbcnews.com","2017-04-22"
"ncscooper.com","NC Scooper","Fake News","","<p>NC Scooper (or Nevada County Scooper) was one of the few ostensibly humor-based fake news sites whose items floated around social media. Most articles published by NC Scooper were clearly satirical in nature and not intended to deceive readers by spreading false information; nevertheless, a few efforts genuinely confused social media users.</p><p>Among NC Scooper&#39;s crossover bits were pieces claiming official &quot;gun confiscation units&quot; were taking people&#39;s weapons, that Merle Haggard left his estate to an LBGT group, that Meg White of the White Stripes was joining Rush, and that Sen. Bernie Sanders called for &quot;chemtrail reform.&quot;</p>","2017-03-29 23:30:32","Snopes.com","http://www.snopes.com/2016/01/14/fake-news-sites/","NCScooper.com","2016-11-16"
"neonnettle.com","","Fake News","","","","","","NeonNettle.com","2017-07-19"
"nephef.com","","Fake News","","","","","","Nephef.com","2017-07-19"
"newcenturytimes.com","New Century Times","Warning","","Also called NCT.","2017-03-28 18:15:03","IsItFakeNews research","","NewCenturyTimes.com","2016-11-16"
"newpoliticstoday.com","","Fake News","","","","","","NewPoliticsToday.com","2017-07-19"
"news-hound.com","News-Hound","Fake News","","As of December 20, 2016, this is re-direct to another website, www.reponsesource.com.","2017-03-28 18:17:29","IsItFakeNews research","","News-Hound.com","2016-11-16"
"news.google.com","Google News","Reliable","","","","","","news.google.com","2017-04-14"
"news.yahoo.com","Yahoo News","Reliable","","","","","","news.yahoo.com","2017-04-13"
"news4ktla.com","","Warning","","","","","","News4KTLA.com","2017-07-19"
"newsbiscuit.com","News Biscuit","Satire","","<p>NewsBiscuit is a British satirical news website. It was founded in September 2006 to create a new outlet for British humour on the internet by a group consisting mainly of comedy writers including John O&#39;Farrell.</p>","2017-03-29 23:23:29","Wikipedia","https://en.wikipedia.org/wiki/NewsBiscuit","NewsBiscuit.com","2016-11-16"
"newsbreakingspipe.com","","Fake News","","","","","","NewsBreakingsPipe.com","2017-07-19"
"newsbreakshere.com","","Fake News","","","","","","NewsBreaksHere.com","2017-07-19"
"newsbuzzdaily.com","News Buzz Daily","Fake News","","<p>NewsBuzzDaily is pretty low-rent for a fake news site: it doesn&rsquo;t display a logo or masthead on its pages, and it mainly traffics in lame, made-up, exclamation point-driven celebrity gossip items (e.g., &ldquo;Lebron James Admits To Hair Transplant!!&rdquo; and &ldquo;Woman&rsquo;s Lips Explode After Doing Kylie Jenner Challenge!!&rdquo;) along with that lowest form of fake news, celebrity death hoaxes.</p>","2017-03-29 23:30:47","Snopes.com","http://www.snopes.com/2016/01/14/fake-news-sites/","NewsBuzzDaily.com","2016-11-22"
"newsbysquad.com","","Fake News","","","","","","NewsBySquad.com","2017-07-19"
"newsdaily12.com","","Warning","","","","","","NewsDaily12.com","2017-07-19"
"newsexaminer.com","News Examiner","Fake News","","<p>Paul Horner, the prolifically puerile online troll and ubiquitous fake news character (he inserts his name into all his articles) whose work previously appeared on the National Report fake news site, has since started the News Examiner.</p><p>The News Examiner skirts Facebook&rsquo;s crackdown on fake news sites by mixing real news and listicle items in with its fake news reports, but the site neither identifies its fake news items as &ldquo;satire&rdquo; nor carries a disclaimer to that effect.</p>","2017-03-29 23:31:03","Snopes.com","http://www.snopes.com/2016/01/14/fake-news-sites/","NewsExaminer.com","2016-11-16"
"newsexaminer.net","","Fake News","","","","","","NewsExaminer.net","2017-07-19"
"newsjustforyou1.blogspot.com","","Fake News","","","","","","NewsJustForYou1.blogspot.com","2017-07-19"
"newsleak.co","","Fake News","","","","","","NewsLeak.co","2017-07-19"
"newslo.com","Newslo","Fake News","","<p>The site called Newslo, located at Politicops.com, says it is the &ldquo;first hybrid news/satire platform on the web.&rdquo; That has become confusing for some readers.</p>","2017-03-29 23:25:46","CBS News","http://www.cbsnews.com/pictures/dont-get-fooled-by-these-fake-news-sites/10/","Newslo.com","2016-11-16"
"newsmutiny.com","News Mutiny","Satire","","NewsMutiny's website header claims it's ""Satire for the wise. News for the dumb.""","2017-03-28 18:17:06","IsItFakeNews research","","NewsMutiny.com","2016-11-16"
"newswatch33.com","Newswatch33","Fake News","","<p>Newswatch28 (wich later became Newswatch 33) is a relative newcomer to the fake news world, bursting onto the scene in late April 2015 with a site that simulates a TV news web site and likewise skirts Facebook&rsquo;s crackdown on fake news by mixing real news articles in with its completely made-up stories.</p>","2017-03-29 23:31:15","Snopes.com","http://www.snopes.com/2016/01/14/fake-news-sites/","Newswatch33.com","2016-11-16"
"newswire-24.com","NewsWire-24","Warning","","","","","","NewsWire-24.com","2016-11-16"
"newzmagazine.com","","Fake News","","","","","","NewzMagazine.com","2017-07-19"
"nodisinfo.com","NoDisInfo","Warning","","","","","","NoDisInfo.com","2016-11-16"
"notallowedto.com","","Fake News","","","","","","NotAllowedTo.com","2017-07-19"
"now8news.com","Now8News","Fake News","","<p>Now8News burst onto the fake news scene in mid-2015, racking up an impressive number of successful social media hoaxes despite the barely plausible premise upon which most were based: a man was arrested for having sex with a pig at Walmart, an obese woman was arrested for starving her kids so she could eat their food, a woman was arrested for &quot;trying on&quot; tampons in an aisle at Walmart, a separate woman was arrested for using a sausage to sexually gratify herself (also at Walmart), a man was found cannibalizing a teen in a Texas haunted house attraction, KFC was busted breeding mutant chickens, and McDonald&#39;s closed 17,000 locations because the minimum wage was raised.</p><p>Now8News.com is on the look for top stories in your area and across the world,&rdquo; the &ldquo;About&rdquo; section of the site says, without clarifying that it is satire. --<a href=""http://www.cbsnews.com/pictures/dont-get-fooled-by-these-fake-news-sites/15/"">CBS News</a><!- IIFN 2-->","2017-03-29 23:31:32","Snopes.com","http://www.snopes.com/2016/01/14/fake-news-sites/","Now8News.com","2016-11-16"
"nowtheendbegins.com","NowTheEndBegins.com","Warning","","","","","","NowTheEndBegins.com","2016-11-16"
"nytimes.com","The New York Times","Reliable","NY Times","","","","","nytimes.com","2017-04-08"
"occupydemocrats.com","Occupy Democrats","Warning","","","","","","OccupyDemocrats.com","2016-11-16"
"onepoliticalplaza.com","","Fake News","","","","","","OnePoliticalPlaza.com","2017-07-19"
"openmagazines.com","","Fake News","","","","","","OpenMagazines.com","2017-07-19"
"pakalertpress.com","PakAlertPress","Fake News","","","","","","PakAlertPress.com","2016-11-16"
"patribotics.blog","Patribotics","Warning","","<p>Snopes reported the claim made on Patribotics&nbsp;blog saying a sealed indictment has been granted again President Trump was ""unproven."" Also, Snopes said the sourcing of the story ""is too vague to corroborate.""</p><p>(Slate has a good article about Patribotics, <a href=""https://slate.com/news-and-politics/2017/06/louise-mensch-and-the-rise-of-the-liberal-conspiracy-theorist.html"">""The Rise of the Liberal Conspiracy Theorist.""</a> ---IsItFakeNews research)</p><!- IIFN 2-->","2017-05-20 22:45:40","Snopes.com","http://www.snopes.com/sealed-indictment-president-trump/","patribotics.blog","2017-05-20"
"politicalblindspot.com","Political BlindSpot","Warning","","","","","","PoliticalBlindSpot.com","2016-11-16"
"politicalears.com","Political Ears","Warning","","","","","","PoliticalEars.com","2016-11-16"
"politicalo.com","Politicalo","Fake News","","","","","","Politicalo.com","2016-11-16"
"politicass.com","","Satire","","","","","","Politicass.com","2017-07-19"
"politicono.com","","Satire","","","","","","Politicono.com","2017-07-19"
"politicops.com","Politicops","Satire","","<p>The site called Newslo, located at Politicops.com, says it is the &ldquo;first hybrid news/satire platform on the web.&rdquo; That has become confusing for some readers.</p>","2017-03-29 23:26:36","CBS News","http://www.cbsnews.com/pictures/dont-get-fooled-by-these-fake-news-sites/10/","Politicops.com","2016-12-20"
"politicot.com","","Satire","","","","","","Politicot.com","2017-07-19"
"politicsusanews.com","","Fake News","","","","","","PoliticsUSANews.com","2017-07-19"
"politicususa.com","PoliticusUSA","Warning","","","","","","PoliticusUSA.com","2016-11-16"
"president45donaldtrump.com","","Fake News","","","","","","President45DonaldTrump.com","2017-07-19"
"prisonplanet.com","Prison Planet","Warning","","","","","","PrisonPlanet.com","2016-11-16"
"prisonplanet.tv","Prison Planet.tv","Warning","","","","","","PrisonPlanet.tv","2016-11-16"
"private-eye.co.uk","private-eye.co.uk","Satire","","According to Private Eye's About Us page, ""It offers a unique blend of humour, social and political observations and investigative journalism. Published fortnightly, the magazine is read by over 700,000 readers and costs just £1.80 an issue.""","2017-03-28 18:20:49","IsItFakeNews research","http://www.private-eye.co.uk/about","private-eye.co.uk","2016-11-16"
"prntly.com","Prntly","Fake News","","<p>Prntly &quot;was described by Snopes as &quot;a disreputable outlet that has a penchant for publishing both fake news and spurious pro-Trump articles.&quot;</p>","2017-03-29 23:23:37","Wikipedia","https://en.wikipedia.org/wiki/List_of_fake_news_websites","Prntly.com","2016-12-06"
"projectveritas.com","Project Veritas","Warning","","","","","","ProjectVeritas.com","2016-11-16"
"proudleader.com","","Fake News","","","","","","ProudLeader.com","2017-07-19"
"react365.com","React 365","Fake News","","<p>React365 isn&#39;t a fake news site per se, but rather a generator for user-created hoax articles. Although the site&#39;s stated purpose involved &quot;prank[ing] your friends,&quot; articles about mandatory babysitting by grandparents and great white sharks in the Mississippi River escaped into the social media wild.</p><p>This user-created fake news generator, supposedly for ""pranking your friends"", had at least two stories that went viral. --<a href=""https://en.wikipedia.org/wiki/List_of_fake_news_websites"">Wikipedia</a></p><p>(The tagline for the site is ""Write an article and prank your friends for fun."" The About the site footer says ""this website is an entertainment website, news are created by users. These are humourous news, fantasy, fictional, that should not be seriously taken or as a source of information. --IsItFakeNews research)</p><!- IIFN 2-->","2017-03-29 23:31:42","Snopes.com","http://www.snopes.com/2016/01/14/fake-news-sites/","React365.com","2017-06-14"
"readconservatives.news","","Fake News","","","","","","ReadConservatives.news","2017-07-19"
"realfarmacy.com","Real Farmacy","Warning","","","","","","RealFarmacy.com","2016-11-16"
"realnewsrightnow.com","Real News Right Now","Fake News","","<p>Nowhere on this site&rsquo;s &ldquo;About&rdquo; page does it say the stories are satire. They are.</p>","2017-03-29 23:26:47","CBS News","http://www.cbsnews.com/pictures/dont-get-fooled-by-these-fake-news-sites/3/","RealNewsRightNow.com","2016-11-16"
"realtimepolitics.com","RealTime Politics","Political","RealTimePolitics","","","","","realtimepolitics.com","2017-04-19"
"redcountry.us","","Fake News","","","","","","RedCountry.us","2017-07-19"
"redflagnews.com","Red Flag News","Warning","","","","","","RedFlagNews.com","2016-11-16"
"redinfo.us","","Fake News","","","","","","RedInfo.us","2017-07-19"
"redrocktribune.com","","Warning","","","","","","RedRockTribune.com","2017-07-19"
"redstate.com","RedState","Political","Red State","<p>RedState is published by Townhall Media.</p><p>Townhall Media says it’s a ""political publisher leading national discussion with commentary and analysis from a right-of-center perspective. They are an affiliate of Salem Media Group.</p><p><br></p>","2017-06-14 17:52:35","IsItFakeNews research","http://townhallmedia.com/","redstate.com","2017-06-14"
"reductress.com","Reductress","Satire","","<p>Reductress is an American feminist satire website that parodies articles found in media targeted towards women, especially women&#39;s magazines. Founded in 2013 by comedians Beth Newell and Sarah Pappalardo, the site has received praise from reviewers for its satirical pieces including advice columns, news stories, and listicles.</p>","2017-03-29 23:23:46","Wikipedia","https://en.wikipedia.org/wiki/Reductress","Reductress.com","2016-11-16"
"religionlo.com","","Satire","","","","","","Religionlo.com","2017-07-19"
"religionmind.com","","Fake News","","","","","","ReligionMind.com","2017-07-19"
"reuters.com","Reuters","Reliable","","","","","","reuters.com","2017-04-19"
"rilenews.com","RileNews","Fake News","","<p>According to CBS News, &quot;Rilenews.com looks like a real news website, but the site&rsquo;s &ldquo;FAQ&rdquo; section reads: &ldquo;Are your stories real? Yes. If you believe fake news stories.&quot;</p>","2017-03-29 23:27:01","CBS News","http://www.cbsnews.com/pictures/dont-get-fooled-by-these-fake-news-sites/7/","RileNews.com","2016-11-16"
"rogue-nation3.com","","Fake News","","","","","","Rogue-Nation3.com","2017-07-19"
"rumorjournal.com","","Fake News","","","","","","RumorJournal.com","2017-07-19"
"satiratribune.com","Satira Tribune","Satire","","<p>The name Satira Tribune clued many readers in to this web site&#39;s intent, and its tagline (&quot;satirical news for satirical folks&quot;) certainly drove the point home to those who scrolled down to the bottom of the page. But that didn&#39;t stop the site&#39;s claims (that MMA fighter Ronda Rousey fought off several muggers, that Jimmy Carter said medical marijuana cured his cancer, that the Federal Communications Commission (FCC) fined Bill Maher for smoking a joint on Real Time, or that Donald Trump paid Sarah Palin $10 million for endorsing him) from spreading on social media.</p>","2017-03-29 23:32:05","Snopes.com","http://www.snopes.com/2016/01/14/fake-news-sites/","SatiraTribune.com","2016-11-16"
"seattletimes.com","Seattle Times","Reliable","","","","","","seattletimes.com","2017-05-01"
"sfchronicle.com","SF Chronicle","Reliable","San Francisco Chronicle","","","","","sfchronicle.com","2017-04-29"
"sfgate.com","SF Gate","Reliable","","","","","","sfgate.com","2017-04-28"
"smag31.com","","Warning","","","","","","Smag31.com","2017-07-19"
"socialeverythings.com","","Fake News","","","","","","SocialEverythings.com","2017-07-19"
"southernconservativeextra.com","","Fake News","","","","","","SouthernConservativeExtra.com","2017-07-19"
"spinzon.com","","Fake News","","","","","","Spinzon.com","2017-07-19"
"sprotspickle.com","sprotspickle","Warning","","<p>This website is no longer active. The home page re-directs to other websites.</p>","2017-04-19 11:48:55","IsItFakeNews research","","sprotspickle.com","2016-11-16"
"states-tv.com","","Fake News","","","","","","States-TV.com","2017-07-19"
"stuppid.com","Stuppid","Fake News","","<p>Fake news sites often play to users&rsquo; existing beliefs to spread their claims, but Stuppid (a site that truly lives up to its name) is less focused in its contribution to the avalanche of fakery on the Internet. Efforts by Stuppid largely encompass morally offensive fabrications, such as a claim parents admitted to having sex in front of their kids to teach them about procreation, another about a Florida man marrying a baby, and a salacious tale of an incestuous mother-daughter relationship.</p><p>This fake news purveyor specializes in articles with stories that are morally offensive. --<a href=""https://en.wikipedia.org/wiki/List_of_fake_news_websites"">Wikipedia</a></p><!- IIFN 2-->","2017-03-29 23:32:17","Snopes.com","http://www.snopes.com/2016/01/14/fake-news-sites/","Stuppid.com","2016-11-22"
"success-street.com","","Fake News","","","","","","Success-Street.com","2017-07-19"
"supremepatriot.com","","Fake News","","","","","","SupremePatriot.com","2017-07-19"
"tdtalliance.com","","Fake News","","","","","","TDTAlliance.com","2017-07-19"
"teaparty.org","","Warning","","","","","","TeaParty.org","2017-07-19"
"thatviralfeed.net","","Warning","","","","","","ThatViralFeed.net","2017-07-19"
"the-insider.co","","Fake News","","","","","","The-Insider.co","2017-07-19"
"the-postillon.com","","Satire","","","","","","The-Postillon.com","2017-07-19"
"thebigriddle.com","","Warning","","","","","","TheBigRiddle.com","2017-07-19"
"theblaze.com","The Blaze","Warning","","","","","","TheBlaze.com","2016-11-16"
"thebostontribune.com","Thebostontribune","Fake News","","<p>Starting in February 2016, this website's outright hoaxes quickly became popular with its readers.</p><p>The Boston Tribune sounds like the name of a real newspaper, but it has run stories that have been proven false. --<a href=""http://www.cbsnews.com/pictures/dont-get-fooled-by-these-fake-news-sites/12/"">CBS News</a></p>(As of April 10, 2017, the website is not reachable. --IsItFakeNews research)<!- IIFN 2-->","2017-04-10 19:59:25","Wikipedia","https://en.wikipedia.org/wiki/List_of_fake_news_websites","Thebostontribune.com","2016-12-20"
"thedailysheeple.com","The Daily Sheeple","Warning","","","","","","TheDailySheeple.com","2016-11-16"
"thefreethoughtproject.com","The Free Thought Project","Warning","","","","","","TheFreeThoughtProject.com","2016-11-16"
"theguardian.com","The Guardian","Reliable","","","","","","theguardian.com","2017-04-09"
"theinternetpost.net","","Fake News","","","","","","TheInternetPost.net","2017-07-19"
"thelastlineofdefense.org","The Last Line of Defense","Fake News","American's Last Line of Defense","<p>This website has a history of publishing fake news articles, especially of the political genre. Notable hoaxes include Donald Trump revoking the press credentials of six major news outlets, Michelle Obama getting ditched by the Secret Service, and Hillary Clinton describing Beyonce's music using racial slurs.</p>","2017-04-10 19:51:03","Wikipedia","https://en.wikipedia.org/wiki/List_of_fake_news_websites","thelastlineofdefense.org","2017-04-10"
"themoralofthestory.us","","Fake News","","","","","","TheMoralOfTheStory.us","2017-07-19"
"thenationalmarijuananews.com","","Warning","","","","","","TheNationalMarijuanaNews.com","2017-07-19"
"thenet24h.com","","Fake News","","","","","","TheNet24h.com","2017-07-19"
"thenewsnerd.com","The News Nerd","Warning","","","","","","TheNewsNerd.com","2016-11-16"
"thenewyorkevening.com","","Warning","","","","","","TheNewYorkEvening.com","2017-07-19"
"theonion.com","The Onion","Satire","","<p>&ldquo;The Onion&rdquo; is considered the most popular satire news site on the internet, but international and national audiences have been fooled into thinking some of their stories are real. The Onion&rsquo;s ironic tagline is: &ldquo;America&rsquo;s finest news source.&rdquo;</p>","2017-03-29 23:27:22","CBS News","http://www.cbsnews.com/pictures/dont-get-fooled-by-these-fake-news-sites/20/","TheOnion.com","2016-11-16"
"thepoliticalinsider.com","","Warning","","","","","","ThePoliticalInsider.com","2017-07-19"
"thepremiumnews.com","","Fake News","","","","","","ThePremiumNews.com","2017-07-19"
"therealstrategy.com","The Real Strategy","Warning","","<p>As of August 7 2017, the domain is listed as expired.</p>","2017-08-07 08:43:07","IsItFakeNews research","","therealstrategy.com","2017-08-07"
"thereporterz.com","The Reporterz","Fake News","","<p>A fairly new entrant to the fake news round-up in early 2016, The Reporterz started a popular hoax claim that a man killed a woman over her behavior following the #WasteHisTime Twitter trend. In addition, the site started a rumor that the state of Delaware was introducing a &quot;child support card&quot; that limited what mothers can and cannot buy with their stipends.</p>","2017-03-29 23:32:26","Snopes.com","http://www.snopes.com/2016/01/14/fake-news-sites/","TheReporterz.com","2016-11-16"
"therightists.com","","Satire","","","","","","TheRightists.com","2017-07-19"
"therundownlive.com","TheRunDownLive","Warning","","","","","","TheRunDownLive.com","2016-11-16"
"theseattletribune.com","","Satire","","","","","","TheSeattleTribune.com","2017-07-19"
"thestatelyharold.com","The Stately Harold","Satire","","<p>The Stately Harold shouldn&rsquo;t be fooling anyone, given the deliberate misspelling in its name, a front page filled with articles by &ldquo;feminist Cassidy Boon&rdquo; about such hard-hitting topics as &ldquo;Redefining beauty: Why cankles are hot!&rdquo; and an introduction from the Chief Editor that states &ldquo;Hi! My nme is Clive Pebble. I have Dyslexia but my drem evre sens I was a litl boy has ben to strat a newspapr. Nwo I have!!&rdquo;</p>","2017-03-29 23:32:38","Snopes.com","http://www.snopes.com/2016/01/14/fake-news-sites/","TheStatelyHarold.com","2016-11-16"
"thetrumpmedia.com","","Fake News","","","","","","TheTrumpMedia.com","2017-07-19"
"theusa-news.com","","Fake News","","","","","","TheUSA-News.com","2017-07-19"
"theusaconservative.com","","Fake News","","","","","","TheUSAConservative.com","2017-07-19"
"theuspatriot.com","The Us Patriot","Warning","","","","","","TheUsPatriot.com","2016-11-16"
"thewashingtonpress.com","","Warning","","","","","","TheWashingtonPress.com","2017-07-19"
"time.com","Time","Reliable","","","","","","time.com","2017-04-21"
"times.com.mx","","Warning","","","","","","Times.com.mx","2017-07-19"
"tmzworldnews.com","","Fake News","","","","","","TMZWorldNews.com","2017-07-19"
"trueamericans.me","","Fake News","","","","","","TrueAmericans.me","2017-07-19"
"truetrumpers.com","True Trumpers","Fake News","TrueTrumpers","<p>Buzzfeed wrote a feature article on True Trumpers in April 2017. Buzzfeed wrote:</p><p>""BREAKING: Muslim Refugees Kills 30 People In Michigan Because Trump Bombed Syria. Would You Support Trump If He Hang Them?"" asked a recent typo-laden headline shared by the page.As with most links shared on the American President Donald J. Trump page, which is not affiliated with President Trump, the false story came from a site called TrueTrumpers.com. It pumps out a constant drumbeat of mostly false stories about Muslims raping, killing, and otherwise wreaking havoc in Western society. (It also mixes in celebrity death hoaxes, fake celebrity quotes about politics, and the occasional real story copied from another website with a completely false headline added on top.)</p>","2017-04-24 09:10:33","Buzzfeed","https://www.buzzfeed.com/craigsilverman/anti-muslim-traffic-arbitrage-is-a-thing","truetrumpers.com","2017-04-24"
"truthfrequencyradio.com","Truth Frequency Radio","Warning","","","","","","TruthFrequencyRadio.com","2016-11-16"
"twitchy.com","twitchy","Warning","","","","","","twitchy.com","2016-11-16"
"unconfirmedsources.com","Unconfirmed Sources","Warning","","","","","","UnconfirmedSources.com","2016-11-16"
"undergroundnewsreport.com","Underground News Report","Fake News","","<p>According to PolitiFact, ""the site purposely writes outlandish stories to trick readers"". Launched on February 21, 2017, the website gained more than 1 million page views in its first two weeks. In less than a month the site was sued by Whoopi Goldberg.</p>","2017-04-10 20:13:20","Wikipedia","https://en.wikipedia.org/wiki/List_of_fake_news_websites","undergroundnewsreport.com","2017-04-10"
"universepolitics.com","","Fake News","","","","","","UniversePolitics.com","2017-07-19"
"urbanimagemagazine.com","","Warning","","","","","","UrbanImageMagazine.com","2017-07-19"
"us.blastingnews.com","US.blastingnews.com","Reliable","","<p>According to the website&#39;s Editorial policy:</p><p>&quot;Blasting News is an open community of reporters, independent bloggers, writers and storytellers from all over the world, called Blasters.<br />	Everyone can become a Blaster and get the chance to be a real reporter.&quot;</p><p>Also, &quot;Blasters are free to share their own opinions, even when they are controversial: Blasting News firmly believes in freedom of speech.&nbsp;</p><p>However, Blasters are held accountable for the content they publish on the site: Blasting News respects the laws, values and traditions maintained by different countries and cultures around the world.&quot;&nbsp;</p><p>More information about the site&#39;s editorial policy is listed at:&nbsp;<a href=""https://www.blastingnews.com/editorial/"">https://www.blastingnews.com/editorial/</a></p>","2018-06-07 13:29:25","IsItFakeNews research","http://www.blastingnews.com/editorial-policy/","us.blastingnews.com","2017-07-23"
"usa-radio.com","","Fake News","","","","","","USA-Radio.com","2017-07-19"
"usa-television.com","","Warning","","","","","","USA-Television.com","2017-07-19"
"usadailyinfo.com","","Fake News","","","","","","USADailyInfo.com","2017-07-19"
"usadailypost.us","","Fake News","","","","","","USADailyPost.us","2017-07-19"
"usadailytime.com","","Fake News","","","","","","USADailyTime.com","2017-07-19"
"usadosenews.com","","Fake News","","","","","","USADoseNews.com","2017-07-19"
"usafirstinformation.com","","Fake News","","","","","","USAFirstInformation.com","2017-07-19"
"usanews4u.us","","Fake News","","","","","","USANews4U.us","2017-07-19"
"usanewshome.com","","Fake News","","","","","","USANewsHome.com","2017-07-19"
"usanewstoday.com","","Fake News","","","","","","USANewsToday.com","2017-07-19"
"usapolitics24hrs.com","","Fake News","","","","","","USAPolitics24hrs.com","2017-07-19"
"usapoliticsnow.com","","Fake News","","","","","","USAPoliticsNow.com","2017-07-19"
"usapoliticstoday.com","","Fake News","","","","","","USAPoliticsToday.com","2017-07-19"
"usapoliticszone.com","","Fake News","","","","","","USAPoliticsZone.com","2017-07-19"
"usasnich.com","","Fake News","","","","","","USASnich.com","2017-07-19"
"usasupreme.com","USA Supreme","Fake News","","","","","","USASupreme.com","2016-11-16"
"usatoday.com","USA Today","Reliable","","","","","","usatoday.com","2017-04-17"
"usatoday.com.co","usatoday.com.co","Fake News","","Owned by Jestin Coler. (This is NOT USA Today --IsItFakeNews research)<!- IIFN 2-->","2017-04-08 16:40:07","Wikipedia","https://en.wikipedia.org/wiki/List_of_fake_news_websites","usatoday.com.co","2017-04-08"
"usatodaynews.me","","Warning","","","","","","USATodayNews.me","2017-07-19"
"usaworldbox.com","","Fake News","","","","","","USAWorldBox.com","2017-07-19"
"ushealthyadvisor.com","","Fake News","","","","","","USHealthyAdvisor.com","2017-07-19"
"ushealthylife.com","","Fake News","","","","","","USHealthyLife.com","2017-07-19"
"usherald.com","","Fake News","","","","","","USHerald.com","2017-07-19"
"usinfonews.com","","Fake News","","","","","","USInfoNews.com","2017-07-19"
"uspoln.com","","Fake News","","","","","","USPOLN.com","2017-07-19"
"uspostman.com","","Fake News","","","","","","USPostman.com","2017-07-19"
"usuncut.com","US Uncut","Warning","","","","","","USUncut.com","2016-11-16"
"veteranstoday.com","Veterans Today","Warning","","","","","","VeteransToday.com","2016-11-16"
"viralactions.com","","Fake News","","","","","","ViralActions.com","2017-07-19"
"voxtribune.com","","Fake News","","","","","","VoxTribune.com","2017-07-19"
"wakingupwisconsin.com","WakingUpWisconsin","Warning","","","","","","WakingUpWisconsin.com","2016-11-16"
"washingtonevening.com","","Warning","","","","","","WashingtonEvening.com","2017-07-19"
"washingtonfeed.com","","Fake News","","","","","","WashingtonFeed.com","2017-07-19"
"washingtonpost.com","The Washington Post","Reliable","","","","","","washingtonpost.com","2017-04-10"
"washingtonpost.com.co","washingtonpost.com.co","Fake News","","Originally registered by Jestin Coler. (This is NOT the Washington Post --IsItFakeNews research)<!- IIFN 2-->","2017-04-08 16:41:13","Wikipedia","https://en.wikipedia.org/wiki/List_of_fake_news_websites","washingtonpost.com.co","2017-04-08"
"weconservative.com","","Fake News","","","","","","WeConservative.com","2017-07-19"
"welovenative.com","","Warning","","","","","","WeLoveNative.com","2017-07-19"
"winningdemocrats.com","Winning Democrats","Warning","","","","","","WinningDemocrats.com","2016-11-16"
"witscience.org","WitScience.org","Satire","","","","","","WitScience.org","2016-11-16"
"worldnetdaily.com","World Net Daily","Warning","","","","","","WorldNetDaily.com","2016-11-16"
